,attrition,businesstravel,department,educationfield,gender,jobrole,maritalstatus,over18,overtime,standardhours,roledepartament,remotework
1422,Yes,travel_rarely,,Life Sciences,0, LAbOrATORY tEChNiciAn ,Single,,No,Part Time,,1
1423,No,,,,0, heaLtHCAre rEprEsEntAtiVe ,Divorced,,No,Full Time,,0
1424,Yes,,,,0, humAN rESOURCes ,Married,,No,,,Yes
1425,No,travel_rarely,,Life Sciences,1, maNuFaCturInG dirECTOR ,,,Yes,,,True
1426,No,travel_rarely,,,0, rEseArCh SCieNTISt ,Married,Y,No,,,1
1427,No,non-travel,,Marketing,0, sAles eXecutIVE ,,Y,No,Part Time,,True
1428,Yes,travel_rarely, Sales ,,0, SalES eXecUTiVE ,Single,,,Full Time, SalES eXecUTiVE  -  Sales ,0
1429,No,travel_rarely,,Life Sciences,1, huMAn ReSOurCES ,Marreid,,,,,Yes
1430,No,,,,0, ReSeaRch sCienTiSt ,Married,,Yes,Part Time,,0
1431,Yes,,,,1, SaLEs ExEcutive ,,,Yes,Part Time,,True
1432,Yes,travel_rarely,,,0, SAlEs exeCUTIVe ,Married,,,,,True
1433,No,travel_rarely,,Technical Degree,1, ResEaRcH SCIentist ,Divorced,,,Part Time,,Yes
1434,No,,,,0, HeALtHCare RepREseNTAtivE ,Married,Y,No,Part Time,,False
1435,No,travel_rarely,,Medical,0, HEALtHcAre rEPrESENtative ,Married,,,Part Time,,1
1436,Yes,,,Technical Degree,0, rESEArch sciENTIST ,,,Yes,Part Time,,False
1437,No,travel_rarely,,,0, rEseARch DIrEctOR ,Married,,No,Full Time,,False
1438,Yes,,,Marketing,0, sAleS REPrEsEnTATiVe ,Single,,,,,Yes
1439,Yes,travel_rarely,,Medical,1, lABORaTOrY teChniCIan ,,,Yes,Part Time,,Yes
1440,No,travel_rarely,,Other,0, HuMAn rEsOUrceS ,Divorced,Y,No,Part Time,,1
1441,No,travel_rarely,,,0, hEALtHcaRE RePResEnTATivE ,Married,,No,Part Time,,False
1442,No,,,,1, reSEARcH sciEntIST ,Single,,,,,True
1443,Yes,travel_rarely,,Human Resources,0, huMAn ReSouRcEs ,Married,,No,Full Time,,True
1444,No,travel_rarely,,,1, ReseaRch SCIenTIsT ,,Y,Yes,,,Yes
1445,No,travel_frequently,,Marketing,0, SALES EXECuTIVE ,,,,Part Time,,1
1446,No,,,Life Sciences,0, HeaLthCaRe ReprESeNtAtIVE ,divorced,Y,No,Part Time,,0
1447,No,travel_rarely,,,0, LabORatoRY TEchNIcIan ,,,No,Part Time,,Yes
1448,No,travel_rarely,,,0, HUmAN rEsOURCEs ,Married,,No,Part Time,,Yes
1449,Yes,,,,0, reSEarCh sciENTiSt ,,Y,Yes,Part Time,,0
1450,No,travel_rarely, Sales ,Medical,1, SaLes REPREseNtATive ,,Y,No,, SaLes REPREseNtATive  -  Sales ,1
1451,Yes,,,,0, Sales REpresenTATiVE ,,Y,,,,False
1452,Yes,travel_rarely, Research & Development ,Life Sciences,0, ReSeArch sCIEnTiSt ,Single,,,, ReSeArch sCIEnTiSt  -  Research & Development ,Yes
1453,No,,,Life Sciences,1, rEsEArCh sCIENtIsT ,,Y,Yes,Full Time,,0
1454,No,travel_rarely,,,0, heAlthcare rEPResENTatIvE ,,,,Part Time,,True
1455,Yes,travel_frequently, Sales ,Technical Degree,0, sales REPReSeNtAtIVe ,Single,,No,Part Time, sales REPReSeNtAtIVe  -  Sales ,1
1456,Yes,travel_rarely,,Marketing,1, Sales exECUTIvE ,,Y,Yes,Part Time,,Yes
1457,No,travel_rarely,,,1, SALEs eXEcutivE ,Married,,,Part Time,,Yes
1458,No,travel_rarely,,,0, MANuFACtUrinG DIreCtOr ,Married,,No,Part Time,,True
1459,No,,,,1, MAnAGeR ,,,Yes,Full Time,,Yes
1460,No,travel_rarely, Sales ,Marketing,0, sAles execUtIve ,Divorced,,,Part Time, sAles execUtIve  -  Sales ,False
1461,Yes,,,,1, HuMAn RESOUrceS ,Married,Y,No,Full Time,,False
1462,No,travel_rarely,,,0, SaLes RePreSentAtIvE ,Single,,,,,1
1463,No,,,Life Sciences,0, MANuFacTUrinG DIrEctoR ,,,No,Part Time,,True
1464,No,,,Medical,1, laBORatORY TeChnICIAN ,,Y,,Part Time,,Yes
1465,No,travel_rarely,,,1, hUMaN reSoURces ,,Y,No,Part Time,,0
1466,No,, Research & Development ,,0, LABOrATORy tEChNiCIaN ,Married,,No,Part Time, LABOrATORy tEChNiCIaN  -  Research & Development ,True
1467,No,non-travel,,,0, MANaGeR ,,,,Full Time,,False
1468,Yes,,,,0, SAles REprESeNTAtiVe ,Married,,No,,,False
1469,No,travel_rarely,,Life Sciences,1, HUmAN REsOURcES ,Single,,Yes,Part Time,,0
1470,No,travel_rarely,,Technical Degree,0, saLeS RePreseNTAtIve ,,,Yes,,,1
1471,No,non-travel,,Medical,0, ReSearCH ScIEntISt ,Single,,No,Part Time,,False
1472,No,,,Life Sciences,0, HeALTHcare repREsEnTAtivE ,Married,Y,No,Part Time,,0
1473,Yes,travel_rarely,,Medical,1, hEALTHcArE rePReSEnTATive ,Married,,,Part Time,,1
1474,No,,,Life Sciences,0, SAleS EXeCuTive ,Divorced,Y,,Part Time,,Yes
1475,No,travel_frequently,,,1, sales execUTIVe ,Married,Y,,Part Time,,Yes
1476,No,travel_rarely,,Medical,0, MaNAger ,Single,Y,,,,Yes
1477,No,,,,0, MAnaGeR ,,,,Full Time,,1
1478,No,travel_rarely, Research & Development ,,0, hEalthCarE REPResEnTaTive ,,,No,, hEalthCarE REPResEnTaTive  -  Research & Development ,1
1479,No,,,Life Sciences,0, reSeaRch DireCtOR ,,,,Full Time,,True
1480,No,,,,0, ReseArCH dirECTOR ,,,No,,,1
1481,No,,,,1, maNUFActUrInG dIreCTOr ,Married,,No,Part Time,,Yes
1482,No,travel_rarely, Research & Development ,Life Sciences,0, mANagER ,Married,Y,No,Full Time, mANagER  -  Research & Development ,Yes
1483,No,non-travel, Sales ,Life Sciences,1, sales repResENTaTiVE ,,Y,,Part Time, sales repResENTaTiVE  -  Sales ,0
1484,Yes,,,Life Sciences,0, reSEArcH SCiEnTIst ,Married,Y,,,,Yes
1485,No,travel_frequently,,,0, ReseArCH scIenTiSt ,,Y,No,Full Time,,False
1486,No,,,Medical,0, rESEArCh DIrecTOR ,,,No,,,1
1487,No,,,,1, REsEaRch scIenTIsT ,Single,Y,Yes,Part Time,,1
1488,No,travel_frequently,,,0, saLES RePRESenTAtIve ,Married,,No,Part Time,,False
1489,No,,,Marketing,0, saLeS eXecUtivE ,Divorced,,,Part Time,,Yes
1490,No,,,,0, MaNUFACturIng DiRECTor ,Single,,No,Part Time,,1
1491,Yes,,,,1, SAlEs eXecUTive ,Single,,,Full Time,,Yes
1492,Yes,, Research & Development ,Medical,0, laboRAToRY tEChniCIAN ,,,No,Part Time, laboRAToRY tEChniCIAN  -  Research & Development ,False
1493,No,travel_rarely,,,1, HEALTHcarE rePResENTATIVe ,,Y,No,Full Time,,0
1494,No,travel_rarely,,,0, reseArCH ScIeNTiSt ,Married,Y,No,,,0
1495,No,travel_frequently,,Other,0, laboRatORY teCHnICIaN ,Married,,,Part Time,,True
1496,No,,,,1, MANAGer ,Divorced,Y,No,Full Time,,False
1497,No,, Research & Development ,Medical,1, resEaRcH sCIeNTisT ,,,Yes,Part Time, resEaRcH sCIeNTisT  -  Research & Development ,Yes
1498,No,travel_rarely,,Life Sciences,0, huMAn resOURces ,,Y,No,Full Time,,True
1499,No,travel_rarely,,Marketing,1, saLeS eXEcUTivE ,,,,Full Time,,1
1500,Yes,,,,0, saleS EXeCUtIvE ,,,,Full Time,,1
1501,No,non-travel, Research & Development ,Medical,0, maNuFAcTurING diREctOr ,Divorced,,No,Part Time, maNuFAcTurING diREctOr  -  Research & Development ,0
1502,No,,,Medical,1, maNufAcTuring directOr ,Single,Y,No,Part Time,,False
1503,Yes,travel_rarely,,Medical,1, heALTHCAre rEpreSenTaTIvE ,Married,,No,Part Time,,0
1504,No,non-travel,,,1, SAlES EXECUtIvE ,Marreid,Y,,,,True
1505,No,travel_frequently,,Life Sciences,0, SalES exECUTive ,Married,,,,,0
1506,Yes,,,Life Sciences,1, SAleS ExEcUTiVE ,,Y,,Part Time,,False
1507,No,travel_rarely, Research & Development ,,0, mAnAger ,,Y,,Full Time, mAnAger  -  Research & Development ,Yes
1508,No,travel_rarely, Sales ,,1, SALes eXEcUtiVe ,Single,Y,No,Part Time, SALes eXEcUtiVe  -  Sales ,True
1509,No,,,Medical,0, reSearCh DIRectOR ,Married,Y,No,,,0
1510,No,travel_frequently,,Other,0, laboraTORY TechNiciaN ,Married,,No,Part Time,,True
1511,No,travel_frequently,,Life Sciences,0, SALES EXEcutIve ,Married,,,Part Time,,Yes
1512,No,travel_rarely, Research & Development ,,0, reSearCh SCiEnTist ,Married,,,Part Time, reSearCh SCiEnTist  -  Research & Development ,1
1513,No,travel_rarely,,Human Resources,0, hUMan rEsOuRCES ,,Y,No,Full Time,,True
1514,No,, Research & Development ,,0, rESEARch SciENtiSt ,,Y,,Part Time, rESEARch SciENtiSt  -  Research & Development ,True
1515,Yes,,,Medical,0, reSeaRCh SCieNtISt ,,,No,Part Time,,False
1516,Yes,,,Medical,0, ResEARCH ScIeNTiST ,Married,Y,Yes,Part Time,,True
1517,No,travel_rarely,,,0, resEaRCH DIrEctOR ,Married,Y,,Full Time,,1
1518,No,,,Other,0, LABOrAtOrY TecHnICIAN ,,,No,Full Time,,False
1519,No,,,Medical,0, mANuFacTURiNg DIReCtOr ,,Y,No,Full Time,,0
1520,No,,,,0, rEseaRCH sCIENtIst ,,Y,,Full Time,,0
1521,No,travel_rarely, Human Resources ,,0, hUman ResourCeS ,Divorced,Y,Yes,Part Time, hUman ResourCeS  -  Human Resources ,1
1522,No,, Sales ,,1, SALES exeCUtIve ,,,,Part Time, SALES exeCUtIve  -  Sales ,Yes
1523,Yes,,,,1, saLes represEnTAtIVE ,Single,,,Part Time,,0
1524,No,travel_rarely,,Medical,0, heaLThcare rePreseNtAtive ,,,No,Full Time,,False
1525,No,,,,0, sAleS reprESEnTaTIve ,Single,,,Part Time,,Yes
1526,No,travel_rarely,,Life Sciences,0, resEArCh sCIeNTiSt ,,Y,,Part Time,,False
1527,No,, Research & Development ,,0, ReseaRcH sCientiSt ,,,No,Part Time, ReseaRcH sCientiSt  -  Research & Development ,Yes
1528,No,travel_rarely,,,0, LABOratORY TEcHNIciAN ,,,No,Part Time,,True
1529,No,travel_rarely,,Other,0, HeAlTHcARE rEpReSENTAtIvE ,Single,Y,No,Full Time,,0
1530,No,travel_rarely,,,1, RESeArCh SCIEntiSt ,Married,,No,,,True
1531,Yes,non-travel,,Marketing,0, SalES exEcutIve ,,,Yes,,,1
1532,No,,,Marketing,1, SAles ExeCUtiVE ,divorced,,Yes,Part Time,,1
1533,No,,,,1, LABoRAToRY tECHnician ,,Y,No,Part Time,,True
1534,No,,,Medical,0, REsEaRch direCTor ,Married,Y,,,,1
1535,No,,,,1, Sales exECUTIve ,Married,Y,No,Full Time,,1
1536,No,,,,0, lABOraTory teCHnIcIAn ,,Y,,Part Time,,1
1537,No,travel_rarely,,Other,1, hEaLthcArE rEpReSENtatIve ,,,Yes,,,1
1538,No,travel_rarely,,,0, labOrAToRY TeCHnIciaN ,Married,Y,No,,,1
1539,Yes,travel_rarely,,Medical,0, LABorAtORy TEcHNIcIAn ,Married,Y,No,Part Time,,True
1540,No,,,Life Sciences,0, ResearCH scIeNTiSt ,Married,,No,Part Time,,Yes
1541,No,travel_rarely,,Medical,0, hEalThCARE rEpRESeNTATIVe ,Married,Y,Yes,Full Time,,Yes
1542,Yes,non-travel,,Life Sciences,0, manAGER ,Married,,,Part Time,,0
1543,No,,,Life Sciences,1, ManAGEr ,Divorced,Y,,,,1
1544,No,travel_frequently,,,0, sAlEs eXeCUTive ,Single,Y,,Part Time,,Yes
1545,No,travel_rarely, Research & Development ,Technical Degree,0, LAbORaTory tEcHnIciAN ,Marreid,Y,,, LAbORaTory tEcHnIciAN  -  Research & Development ,Yes
1546,Yes,travel_rarely,,,0, saLes EXECUtIve ,Single,,,Full Time,,1
1547,No,travel_rarely,,Technical Degree,0, SalEs EXECutivE ,,,,Part Time,,False
1548,No,travel_frequently,,Life Sciences,1, LabOrAtOrY TEcHNiciaN ,,Y,No,Part Time,,0
1549,No,travel_rarely,,Marketing,0, SaLEs EXECutIvE ,,Y,,,,1
1550,No,,,Medical,1, REseARcH scIeNTist ,Single,Y,,Part Time,,False
1551,No,,,,0, SAlEs ExeCuTiVe ,,,No,,,True
1552,No,travel_frequently, Research & Development ,Life Sciences,1, lABOraTOrY tecHniciaN ,Divorced,Y,No,, lABOraTOrY tecHniciaN  -  Research & Development ,False
1553,Yes,travel_rarely,,,0, laBORaToRy TeChniCian ,,Y,,,,1
1554,No,, Sales ,,1, sALeS exEcUtiVe ,,Y,No,Part Time, sALeS exEcUtiVe  -  Sales ,1
1555,No,travel_rarely,,,1, SAles EXecuTiVe ,Divorced,Y,Yes,,,Yes
1556,No,,,Medical,0, reSEaRcH SCiENtIST ,Divorced,,,Full Time,,Yes
1557,No,travel_rarely,,,0, saleS exEcuTivE ,,Y,,Part Time,,0
1558,No,travel_rarely,,Life Sciences,1, LaBorAToRy TEcHNiCIaN ,Married,Y,Yes,Part Time,,Yes
1559,Yes,,,,0, SaleS exeCUtIvE ,,,No,Part Time,,True
1560,No,travel_rarely,,,1, sALES ExecUTIve ,,,No,Part Time,,False
1561,No,,,,1, lAborAtOrY teCHniCiAn ,,,No,Full Time,,0
1562,No,,,Life Sciences,1, SaLeS exECUtIvE ,Married,Y,No,Full Time,,Yes
1563,No,travel_rarely, Sales ,Marketing,0, salEs eXEcuTIvE ,Married,,,Part Time, salEs eXEcuTIvE  -  Sales ,Yes
1564,No,,,Medical,1, manUFactuRING DIreCTor ,,Y,No,,,False
1565,No,non-travel,,,1, laBorATORY tEchNICiAn ,Single,Y,,Part Time,,True
1566,No,travel_rarely,,Life Sciences,0, HEalTHCArE rEpresEnTaTIvE ,,,Yes,Part Time,,1
1567,No,travel_rarely,,,1, sALES EXEcuTIVe ,Married,,No,Part Time,,True
1568,No,travel_rarely,,Other,0, sAles executiVe ,,,No,Part Time,,False
1569,Yes,travel_frequently,,Life Sciences,1, HUMaN resoURCES ,,Y,Yes,Part Time,,Yes
1570,No,,,Other,1, heaLThCARE reprESeNtATIVE ,Single,Y,Yes,Part Time,,Yes
1571,No,,,,0, sALeS execUTIve ,Single,,,Part Time,,False
1572,No,travel_rarely,,Medical,0, SAlEs exEcUtIve ,Divorced,Y,No,Part Time,,1
1573,No,travel_frequently,,,0, LAboRAtoRy tEcHnICiaN ,Divorced,Y,,Part Time,,True
1574,No,, Sales ,,1, SAleS ExEcuTiVE ,Single,Y,,Part Time, SAleS ExEcuTiVE  -  Sales ,False
1575,No,travel_rarely,,Other,0, mAnuFACTURIng DIrECToR ,Married,,No,Part Time,,1
1576,No,,,,0, human RESOurceS ,,Y,,Part Time,,False
1577,No,travel_rarely, Sales ,Marketing,1, SaLeS exEcUTiVE ,,,No,Part Time, SaLeS exEcUTiVE  -  Sales ,1
1578,No,, Research & Development ,Life Sciences,0, ReSEArch scieNTiST ,Divorced,Y,,, ReSEArch scieNTiST  -  Research & Development ,True
1579,No,,,Medical,1, HEaLTHCArE rEpreSeNtatiVE ,,,,,,Yes
1580,No,,,Technical Degree,1, HeaLTHcARE reprESenTAtIve ,Single,,No,Part Time,,0
1581,No,,,Marketing,0, sAlES EXECUtivE ,,,,,,True
1582,No,travel_rarely,,Life Sciences,1, hEalThCaRe rEPReSeNtaTiVe ,,Y,,Part Time,,False
1583,No,travel_rarely,,Life Sciences,1, MAnufACtUriNG dIrecTOR ,Married,,,Part Time,,0
1584,No,travel_rarely,,Life Sciences,1, researCh dIrEctor ,Single,,,Full Time,,0
1585,No,,,Marketing,0, saLeS EXeCUTIve ,Single,,,Part Time,,0
1586,No,travel_frequently,,,0, mAnUfacTUrING DireCtOr ,,Y,No,Part Time,,1
1587,No,,,,0, MANAgER ,,Y,No,Full Time,,0
1588,Yes,, Research & Development ,,1, reSEArCh sCieNtiST ,,,Yes,Part Time, reSEArCh sCieNtiST  -  Research & Development ,Yes
1589,No,, Research & Development ,,1, ReseaRCh dIRecTor ,Married,Y,,Full Time, ReseaRCh dIRecTor  -  Research & Development ,0
1590,No,,,Marketing,0, saLes ExECutIvE ,Divorced,Y,No,Part Time,,0
1591,No,travel_rarely,,,0, heaLTHCaRe rEPReSeNtatIve ,Married,,No,Full Time,,True
1592,No,travel_rarely,,,0, sALES RePrESENtaTiVE ,Single,,No,Full Time,,True
1593,No,non-travel,,,0, SaleS eXeCuTIVE ,Single,Y,,Part Time,,Yes
1594,No,,,Medical,1, hEAltHCarE REpreSentaTiVe ,Married,,No,Part Time,,Yes
1595,No,,,Life Sciences,1, mANUFacTURInG DIREctoR ,Single,,,Full Time,,False
1596,No,,,Medical,1, heALtHCArE RepRESENTATIVE ,,Y,No,Part Time,,Yes
1597,No,travel_frequently,,,0, maNaGER ,,,No,Full Time,,1
1598,No,travel_rarely,,Other,1, maNUFacturing DiRector ,,,,Part Time,,1
1599,No,travel_rarely,,,0, resEArCH SCIEnTISt ,Married,,,Part Time,,False
1600,Yes,,,Medical,0, SAleS ExEcutiVe ,Single,Y,,,,Yes
1601,No,, Sales ,,1, SaLEs ExECUtiVE ,,Y,,Part Time, SaLEs ExECUtiVE  -  Sales ,0
1602,Yes,,,Medical,1, reSearCH scientiST ,Married,,,Part Time,,True
1603,No,,,,0, RESearch SCieNtISt ,,,Yes,Part Time,,False
1604,Yes,, Research & Development ,Life Sciences,1, LAbORAToRy tEcHNICian ,divorced,,Yes,Part Time, LAbORAToRy tEcHNICian  -  Research & Development ,Yes
1605,No,travel_rarely,,,0, SAlES rEpreSENtaTiVe ,,,,Part Time,,True
1606,No,travel_frequently, Sales ,Medical,0, sAleS EXECUtIvE ,,Y,,Part Time, sAleS EXECUtIvE  -  Sales ,1
1607,No,,,Medical,1, HEaltHCarE REPreSENtAtIve ,,,,Part Time,,True
1608,No,,,Medical,1, MANUfaCtuRiNG DiReCtor ,Married,,,Full Time,,1
1609,Yes,travel_rarely,,Life Sciences,0, saLEs ExeCUTiVe ,Married,Y,,Full Time,,0
1610,No,non-travel,,,0, LAboRaTOry tECHNiCIAn ,,,,Part Time,,1
1611,No,travel_rarely,,,0, sAlES ExECUTivE ,Single,,No,Part Time,,Yes
1612,No,non-travel,,Technical Degree,0, SaLes ExecUtIVe ,Divorced,,No,Part Time,,True
1613,No,,,Medical,0, mAnUfactURInG DiRECTOr ,,Y,,Full Time,,0
1614,No,,,Life Sciences,0, sAlES eXeCuTIVe ,Married,Y,,,,True
1615,No,travel_rarely, Human Resources ,Medical,0, humAN resoURCEs ,Married,Y,,Part Time, humAN resoURCEs  -  Human Resources ,False
1616,No,travel_rarely,,,1, SalES ExeCuTIVe ,,Y,No,Part Time,,True
1617,Yes,travel_rarely,,,1, sAles EXecutiVE ,Single,Y,Yes,Part Time,,0
1618,No,,,Life Sciences,1, SALeS RePreSenTATiVe ,Single,,Yes,,,1
1619,No,travel_rarely,,,1, SALes exeCUtiVE ,Married,Y,Yes,,,True
1620,Yes,travel_rarely, Research & Development ,Other,1, resEaRcH scIENTiSt ,Single,,No,Part Time, resEaRcH scIENTiSt  -  Research & Development ,False
1621,No,,,Marketing,0, SALES rEPrESENtaTIVE ,Married,,No,Part Time,,True
1622,No,travel_rarely,,Medical,0, MANuFacturIng DIrectOr ,Divorced,,,Part Time,,Yes
1623,No,travel_rarely, Sales ,,1, SaleS EXeCuTivE ,Marreid,,Yes,Part Time, SaleS EXeCuTivE  -  Sales ,False
1624,No,travel_rarely,,,1, MaNUFAcTUriNg DiRECTor ,Single,Y,No,Part Time,,0
1625,Yes,travel_rarely,,,0, reSearCH ScIeNtiSt ,Single,Y,No,Part Time,,0
1626,No,,,,1, reseaRCH DIrectOr ,,,Yes,Full Time,,True
1627,No,travel_rarely,,,1, LAboRAtorY TEcHnician ,Single,,,Part Time,,False
1628,Yes,travel_frequently,,,1, SaLeS RepRESenTatIve ,Single,,No,Part Time,,Yes
1629,No,,,,0, REsEARcH dIreCTor ,,,,Part Time,,True
1630,Yes,non-travel,,Life Sciences,0, maNaGeR ,Married,,,,,True
1631,No,travel_rarely,,,0, rEsEarch ScIENTiSt ,Married,,No,,,1
1632,No,,,Other,0, lAborATorY TecHNIciAN ,,,No,Full Time,,True
1633,No,,,Medical,1, HEalTHcArE repREsENtaTIVE ,Married,,No,Part Time,,1
1634,No,,,,1, salES ExEcuTiVE ,Single,Y,No,Part Time,,1
1635,No,,,,1, SaLes rEprESENtatIVe ,Married,Y,,Part Time,,True
1636,No,, Research & Development ,Technical Degree,0, LaBoratory TECHnICIAn ,,,,Part Time, LaBoratory TECHnICIAn  -  Research & Development ,False
1637,No,travel_rarely,,Life Sciences,0, HEalTHCArE rEpresEnTaTIvE ,,,Yes,Part Time,,1
1638,No,travel_rarely,,,1, sALES EXEcuTIVe ,Married,,No,Part Time,,True
1639,Yes,travel_frequently, Research & Development ,Life Sciences,0, labORAtoRy tEcHNICIAN ,,Y,,Part Time, labORAtoRy tEcHNICIAN  -  Research & Development ,Yes
1640,No,travel_rarely, Sales ,Life Sciences,0, Sales exECutIVE ,,,Yes,Part Time, Sales exECutIVE  -  Sales ,True
1641,No,,,,0, LaBORatOrY TeChNICiaN ,,Y,No,Full Time,,True
1642,Yes,travel_rarely,,,0, sAlES eXEcuTivE ,Single,,,,,1
1643,No,travel_rarely,,Medical,0, heaLThcare rePreseNtAtive ,,,No,Full Time,,False
1644,No,,,Medical,0, LAboRaTorY teChniCiaN ,Married,Y,Yes,,,Yes
1645,Yes,travel_rarely,,Medical,1, hEALTHcArE rePReSEnTATive ,Married,,,Part Time,,1
1646,No,, Research & Development ,Other,0, LaborAtorY Technician ,Divorced,Y,,Part Time, LaborAtorY Technician  -  Research & Development ,1
1647,Yes,non-travel,,Marketing,0, SalES exEcutIve ,,,Yes,,,1
1648,Yes,travel_frequently,,,0, ManufACTuRING dIrEcTOr ,,Y,,Full Time,,False
1649,No,travel_rarely,,Life Sciences,1, maNufaCturing direcTOr ,Divorced,Y,No,,,0
1650,Yes,,,,1, SaLES REPrEsENTAtivE ,,,Yes,Part Time,,False
1651,No,,,,0, ManUFaCtURInG dIReCToR ,Single,Y,No,Full Time,,True
1652,No,,,,0, lAboratORy TeChNiCiaN ,Single,Y,No,Full Time,,1
1653,No,,,,0, mAnUfactURing dIReCtOr ,,,No,,,1
1654,No,travel_rarely, Research & Development ,,0, hEalthCaRe reprEseNTaTiVe ,Married,Y,No,Full Time, hEalthCaRe reprEseNTaTiVe  -  Research & Development ,1
1655,No,,,Life Sciences,0, resEaRCH sCienTISt ,,Y,No,Part Time,,Yes
1656,No,,,,1, mANAGEr ,Married,,No,Full Time,,True
1657,No,travel_rarely,,Other,0, sAles executiVe ,,,No,Part Time,,False
1658,No,travel_rarely, Research & Development ,Life Sciences,1, LABOrATOrY TEchnIcIAn ,,,No,, LABOrATOrY TEchnIcIAn  -  Research & Development ,1
1659,No,travel_rarely,,Life Sciences,0, huMAn resOURces ,,Y,No,Full Time,,True
1660,Yes,travel_rarely,,Life Sciences,0, SALes RePREsEntAtivE ,Single,Y,No,Part Time,,False
1661,Yes,,,,0, laborATOry TechNiCiAN ,Single,,No,Part Time,,Yes
1662,No,,,Life Sciences,0, labORAToRy TeCHNicIAN ,Divorced,Y,No,Part Time,,False
1663,No,,,,0, resEaRCH sCiENtiSt ,,,No,Part Time,,Yes
1664,No,travel_rarely,,Medical,0, MaNAger ,Single,Y,,,,Yes
1665,No,travel_rarely,,Life Sciences,1, manUfACtuRIng DiRECtOR ,,,No,Part Time,,1
1666,No,,,Life Sciences,0, MANUfactUrING DIRECtOr ,,,,Part Time,,0
1667,No,travel_rarely, Research & Development ,Life Sciences,0, rESEArcH SCiEntIst ,Divorced,,,Part Time, rESEArcH SCiEntIst  -  Research & Development ,1
1668,No,,,,0, MANuFaCtURIng DIRectoR ,,Y,No,Part Time,,True
1669,No,travel_rarely,,Life Sciences,1, rEseaRcH scIEnTiST ,Single,Y,,Full Time,,0
1670,No,,,Medical,0, rEsEARCh ScieNTist ,Married,,,Part Time,,0
1671,No,,,Medical,1, HEaltHCarE REPreSENtAtIve ,,,,Part Time,,True
1672,No,travel_rarely,,,0, saLEs exEcUTIVe ,Single,,No,Part Time,,0
1673,No,,,Medical,1, rESEaRcH SciEnTiST ,Single,,,,,Yes
1674,No,,,,1, mANager ,Married,Y,No,Full Time,,False
1675,No,travel_rarely,,,0, reSearch sCienTiSt ,,,No,Part Time,,False
1676,No,travel_rarely,,Life Sciences,1, maNufACTURING DIREctOr ,Divorced,,Yes,Part Time,,Yes
1677,No,,,Life Sciences,1, resEArch scIENTisT ,Single,Y,Yes,Part Time,,0
